p80_http_get_headers_server,server_header_counter
Apache/2.2.21 (Win32),1
kangle/3.4.8,1
PRTG/16.1.21.1257,1
Boa/0.94.14rc19,1
Apache/2.4.6 (Unix) OpenSSL/1.0.1c PHP/5.4.20,1
Apache/2.2.11 (Win32) mod_ssl/2.2.11 OpenSSL/0.9.8i PHP/5.2.8,1
Apache/2.2.22 (Win32) PHP/5.3.26,1
Apache/2.0.59 (Win32) PHP/4.4.6,1
Embedded HTTP Server.,1
Apache/2.4.3 (Unix) PHP/5.4.7,1
Apache/2.2.24 (Unix) PHP5/5.3.25 with Suhosin-Patch mod_ssl/2.2.24 OpenSSL/1.0.0p mod_perl/2.0.4 Perl/v5.12.5,1
Apache/2.4.18 (Unix) PHP/5.5.38,1
Apache/2.4.12 (Win32) OpenSSL/1.0.1l PHP/5.6.8,1
Apache/2.2.21 (FreeBSD) mod_ssl/2.2.21 OpenSSL/0.9.8y DAV/2,1
nginx/1.5.6,1
Apache/2.2.25 (FreeBSD) PHP/5.4.17 mod_ssl/2.2.25 OpenSSL/0.9.8y DAV/2,1
Apache/1.3.39 (Unix) PHP/4.4.8,1
Apache/2.4.20 (Win32) PHP/5.6.21RC1,1
Apache/2.4.9 (Debian),1
Apache/2.2.22 (Win32) mod_ssl/2.2.22 OpenSSL/0.9.8t PHP/5.4.36,1
Apache/2.2.21 (FreeBSD) DAV/2 PHP/5.3.8,1
SAP J2EE Engine/7.02,1
Apache/2.2.22 (Win32) PHP/5.4.45,1
Apache/2.4.9 (Win32) PHP/5.5.12,1
Apache/2.4.20 (Win32) OpenSSL/1.0.2g PHP/5.3.28,1
Kerio Connect 7.1.1,1
Apache/2.2.15 (Unix) PHP/5.2.13,1
Kerio Connect 9.0.0,1
Apache/2.0.54 (Debian GNU/Linux) DAV/2 SVN/1.1.4 mod_python/3.1.3 Python/2.3.5 PHP/4.3.10-16,1
Apache/2.4.18 (Win32) OpenSSL/1.0.2e PHP/5.6.22,1
$ProjectRevision: 4.2 $,1
IBM_HTTP_Server,1
Apache/2.2.27 (Unix) mod_ssl/2.2.27 OpenSSL/1.0.1e-fips Phusion_Passenger/4.0.58 mod_bwlimited/1.4,1
Apache/2.2.17 (Fedora),1
Mbedthis-Appweb/2.4.0,1
nginx/0.5.20,1
Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips mod_auth_kerb/5.4 PHP/5.4.16 mod_perl/2.0.9dev Perl/v5.16.3,1
Apache/2.2.16 (Win32) mod_ssl/2.2.16 OpenSSL/0.9.8o,1
nginx/1.6.2 + Phusion Passenger 4.0.53,1
nginx/0.5.33,1
Apache/2.2.8 (Unix) mod_ssl/2.2.8 OpenSSL/0.9.8c DAV/2 PHP/5.2.6,1
Apache/2.2.3 (Debian) PHP/5.2.0-8+etch16,1
Apache/2.2.17 (Win32) PHP/5.2.12,1
nginx/1.4.7 + Phusion Passenger 4.0.41,1
netIP2 HTTPd 10/1.0,1
Kerio Connect 8.5.1,1
Apache/2.4.9 (Win32),1
Mono.WebServer.XSP/1.0.5255.22356 Win32NT,1
WSGIServer/0.2 CPython/3.6.0b1,1
Apache/2.0.63 (FreeBSD) DAV/2 PHP/5.2.8 with Suhosin-Patch,1
Apache/2.0.64 (FreeBSD) PHP/5.5.28 mod_ssl/2.0.64 OpenSSL/0.9.8y,1
Apache/2.2.17 (FreeBSD) mod_ssl/2.2.17 OpenSSL/0.9.8n DAV/2 PHP/5.3.3 with Suhosin-Patch,1
nginx/1.3.8,1
Apache/2.4.16 (FreeBSD) PHP/5.6.14,1
Jetty(9.2.10.v20150310),1
Apache/2.2.3 (Win32) DAV/2 mod_ssl/2.2.3 OpenSSL/0.9.8c mod_autoindex_color PHP/5.1.6,1
LANCOM 1724 VoIP (Annex B) 8.62.0050 / 07.08.2012,1
Apache/2.0.55 (FreeBSD) mod_ssl/2.0.55 OpenSSL/0.9.8a mod_python/3.2.10 Python/2.4.3 PHP/4.4.2 DAV/2 SVN/1.4.3,1
CAMEO-httpd,1
Courier-Mail-Server/3.06,1
QRATOR,1
Apache/2.2.27 (Unix) mod_ssl/2.2.27 OpenSSL/1.0.1e-fips mod_bwlimited/1.4 mod_fcgid/2.3.9,1
CrushFTP HTTP Server,1
Apache/2.2.26 (Unix) PHP/5.2.17,1
TRMB/1.2,1
Apache/2.2.22 (Win32) PHP/5.3.6,1
Apache/2.2.6 (FreeBSD) mod_ssl/2.2.6 OpenSSL/0.9.7e-p1 DAV/2 PHP/5.2.5 with Suhosin-Patch,1
Apache/2.2.3 (Unix) DAV/2 PHP/5.2.0 mod_ssl/2.2.3 OpenSSL/0.9.8b,1
Apache/2.2.31 (FreeBSD) PHP/5.6.25 mod_ssl/2.2.31 OpenSSL/1.0.1p-freebsd DAV/2,1
Apache/2.2.17 (FreeBSD) PHP/5.4.13 mod_ssl/2.2.17 OpenSSL/0.9.8q DAV/2 mod_perl/2.0.4 Perl/v5.10.1,1
Apache/2.2.9 (Debian) DAV/2 SVN/1.5.1 mod_ldap_userdir/1.1.14 PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_perl/2.0.4 Perl/v5.10.0,1
Apache/2.4.23 (Gentoo) PHP/7.0.12-pl0-gentoo,1
Apache/1.3.31 (Unix) PHP/4.3.8,1
Werkzeug/0.9.1 Python/2.7.5,1
nginx/1.6.2 + Phusion Passenger 3.0.15 (mod_rails/mod_rack),1
Kerio Connect 7.2.2,1
Apache/2.2.8 (Ubuntu) PHP/5.2.4-2ubuntu5 with Suhosin-Patch,1
Nucleus/4.3 UPnP/1.0 Virata-EmWeb/R6_2_0,1
Brovotech/2.0.0,1
Apache/2.2.8 (FreeBSD) mod_ssl/2.2.8 OpenSSL/0.9.7e-p1 DAV/2 PHP/5.2.6 with Suhosin-Patch,1
Apache/2.2.26 (Win32) PHP/5.3.27,1
Apache/2.2.11 (Win32) PHP/5.3.5,1
Apache/2.2.16 (Debian) mod_jk/1.2.30 PHP/5.3.3-7+squeeze26 with Suhosin-Patch mod_ssl/2.2.16 OpenSSL/0.9.8o,1
Indy/10.0.52,1
Apache/2.2.9 (Debian) DAV/2 SVN/1.5.1 mod_ssl/2.2.9 OpenSSL/0.9.8g mod_jk/1.2.26,1
Kerio Connect 9.0.3,1
Apache/1.3.34 (Debian) mod_gzip/1.3.26.1a mod_ssl/2.8.25 OpenSSL/0.9.8c,1
Apache/2.2.18 (Win32) PHP/5.3.27,1
fexsrv,1
WildFly/8,1
Apache/2.2.10 (Unix) mod_ssl/2.2.10 OpenSSL/0.9.8b DAV/2 PHP/5.2.6,1
Apache/2.2.22 (Win32) PHP/5.3.5 DAV/2 SVN/1.8.10,1
Apache/2.2.8 (Win32) mod_ssl/2.2.8 OpenSSL/0.9.8d proxy_html/3.0.1 Line-Edit/1.0.0,1
Apache/2.2.24 (Unix) PHP5/5.5.24 mod_ssl/2.2.24 OpenSSL/1.0.0p,1
Serv-U/14.0.2.0,1
Apache/1.3.33 (Win32) PHP/5.1.6,1
Webs,1
Apache/2.4.12 (Ubuntu) PHP/5.5.37-1+deprecated+dontuse+deb.sury.org~precise+1 OpenSSL/1.0.1 mod_wsgi/3.4 Python/2.7.3,1
Apache/2.2.31 (Win64) PHP/5.4.12,1
Apache/2.2.0 (Linux/SUSE),1
Apache/2.2.19 (Win32) DAV/2,1
Apache/2.2.2 (Win32),1
Serv,1
Apache/2.4.16 (FreeBSD) OpenSSL/1.0.1s-freebsd PHP/5.5.29,1
Apache/2.2.16 (Debian) mod_ssl/2.2.16 OpenSSL/0.9.8o mod_fcgid/2.3.6 Phusion_Passenger/4.0.42,1
nginx/0.9.4,1
Apache/2.2.26 (FreeBSD) PHP/5.4.25 mod_scgi/1.12,1
VCS-VideoJet-Webserver,1
GSE,1
-,1
nginx/1.2.3 + Phusion Passenger 3.0.17 (mod_rails/mod_rack),1
nginx/1.5.3,1
Allegro-Software-RomPager/4.06,1
Apache/2.0.49 (Win32) PHP/4.3.5,1
CE_E,1
Apache/2.2.20 (Win32) PHP/5.2.17,1
Apache/2.2.16 (FreeBSD) mod_ssl/2.2.16 OpenSSL/0.9.8n DAV/2,1
adf_http_server/4.2.0167,1
,0
